"Hide Column and 
,*Mercy Hospital in Coon Rapids includes all data from the hospitals previously under separate licenses (2016 and prior) as Mercy Hospital - Coon Rapids and Unity Hospital - Fridley. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"**Mayo Clinic Health System - Albert Lea includes all data from the hospitals previously under separate licenses (2014 and prior) as Mayo Clinic Health 

System - Albert Lea and Mayo Clinic Health System - Austin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"***Mayo Clinic Hospital - Rochester includes all data from the hospitals previously under separate licenses (2013 and prior) as Mayo Clinic Methodist 

Hospital and Saint Marys Hospital.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"****Children's Health Care dba Children's Hospitals and Clinics of Minnesota includes all data from the hospitals previously under separate licenses 

(2010 and prior) as Children's Health Care - St. Paul and Children's Health Care - Minneapolis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1 Critical Access Hospital (CAH) is a Federal designation for small, rural hospitals that meet a specific criteria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2 The number of beds licensed by the Department of Health, under Minnesota Statutes, sections 144.50 to 144.58.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3 The number of bassinets licensed by the Department of Health, under Minnesota Statutes, sections 144.50 to 144.58.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Available Beds are the number of acute care beds that are immediately available for use or could be brought online within a short period of time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5 The number of patients hospitalized for a short duration that receive intensive diagnosis or management services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 The number of patients formally admitted to the facility for care that falls below that of acute care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
